description,latitude,created,longitude,__CLASS__,adref,salary_min,redirect_url,id,salary_is_predicted,title,salary_max,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Milwaukie, Oregon Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Milwaukie, Oregon. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radi…",45.44034,2026-08-09T09:32:26Z,-122.5761,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODg4MiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.MOlbmhBRpmRvciY6tk3VPNa5XLQm5dKvrgsYtsyza2Q,94528.75,https://www.adzuna.com/land/ad/5834698882?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=59642AA16B323178A6CDBD237C746F3C53A13367,5834698882,1,Travel CT Technologist,94528.75,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Oregon', 'Clackamas County', 'Clackamas']",Adzuna::API::Response::Location,"Clackamas, Clackamas County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Washington, Missouri Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 15-week travel assignment in Washington, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Vali…",38.537323,2026-08-09T09:32:26Z,-91.020347,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODAwIn0.PLk9bXAaUGzzKX4-nVDmev3SATks10m242I7v8lUntk,81931.73,https://www.adzuna.com/land/ad/5834698800?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=F48AF0A820B389093C11FED122CC995053E7F327,5834698800,1,Travel CT Technologist,81931.73,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Missouri', 'Franklin County', 'Washington']",Adzuna::API::Response::Location,"Washington, Franklin County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Columbus, Ohio Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 14-week travel assignment in Columbus, Ohio. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiology …",39.9678,2026-08-09T09:32:26Z,-82.87062,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODg3NyIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.f6gNisYdPTyHjyeWuIMTk0mc2_r_JKDKIJwqN4Id1nI,103127.78,https://www.adzuna.com/land/ad/5834698877?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=7FD54E81AC727A1DF1A42C211C12BCFB8B581222,5834698877,1,Travel CT Technologist,103127.78,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Ohio', 'Franklin County', 'Whitehall']",Adzuna::API::Response::Location,"Whitehall, Franklin County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in San Bernardino, California Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in San Bernardino, California. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Techn…",34.14753,2026-08-09T09:32:26Z,-117.256661,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODYwIn0.vDrABfaXdJ5Qx-AZtnMC3bp4fdJUqG6Ec0nWWap78dg,100039.55,https://www.adzuna.com/land/ad/5834698860?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=2B937812FA9E94887F7F69F51A5D5366048BDA70,5834698860,1,Travel CT Technologist,100039.55,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'California', 'San Bernardino County', 'Del Rosa']",Adzuna::API::Response::Location,"Del Rosa, San Bernardino County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Bethesda, Maryland Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Bethesda, Maryland. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Ra…",38.99964,2026-08-09T09:32:26Z,-77.15508,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODg1In0.qaxmgUaAm4BtczVvbX0UeIBJcceYa9O9YDI-39HqZPM,91070.29,https://www.adzuna.com/land/ad/5834698885?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=5D0C61DA5AD19A9D33E7705C88D80D33E12E143B,5834698885,1,Travel CT Technologist,91070.29,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Maryland', 'Montgomery County', 'Westlake']",Adzuna::API::Response::Location,"Westlake, Montgomery County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Greenbrae, California Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Greenbrae, California. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Va…",37.950306,2026-08-09T09:32:26Z,-122.536067,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkxMCIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.IM2nv6Sx74nL71NGQ6NGq9sVdVB6yuSlJKxNoGN72lg,100812.92,https://www.adzuna.com/land/ad/5834698910?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=0A7BC7051EE68A7E833D61AAB0E0AF7FC20C341C,5834698910,1,Travel CT Technologist,100812.92,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'California', 'Marin County', 'Larkspur']",Adzuna::API::Response::Location,"Larkspur, Marin County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Randolph, Vermont Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Randolph, Vermont. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radi…",43.939846,2026-08-09T09:32:26Z,-72.673455,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODgwOSIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.EwcAhGyQjz2Jht2p9lRnOpa5Kd-PU-m-BDpod9Ixel0,77190.54,https://www.adzuna.com/land/ad/5834698809?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=8445F8DE36F412CDB3BB194AD208342502860026,5834698809,1,Travel CT Technologist,77190.54,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Vermont', 'Orange County', 'Randolph']",Adzuna::API::Response::Location,"Randolph, Orange County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Wenatchee, Washington Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 22-week travel assignment in Wenatchee, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Va…",47.43378,2026-08-09T09:32:26Z,-120.32922,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkzNiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.J8b6kQOi1wVb3q0gHgLaaXDoaxmWFljMnb_bdhI3VEY,101411.74,https://www.adzuna.com/land/ad/5834698936?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=663EF4377532BDDA9F4B593B40068F659029A7A9,5834698936,1,Travel CT Technologist,101411.74,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Washington', 'Chelan County', 'Mission Square']",Adzuna::API::Response::Location,"Mission Square, Chelan County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Bountiful, Utah Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Bountiful, Utah. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiolog…",40.876216,2026-08-09T09:32:26Z,-111.874454,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODY2In0.6PrPFwdU5cgVpFEhM7iFwdLehdKnCz7b6o-6ujP5GbE,80730.06,https://www.adzuna.com/land/ad/5834698866?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=F0D8339C47C69116E6E7F1B6D9480CF90FCB3A4D,5834698866,1,Travel CT Technologist,80730.06,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Utah', 'Davis County', 'Bountiful']",Adzuna::API::Response::Location,"Bountiful, Davis County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Albany, New York Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Albany, New York. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",42.655586,2026-08-09T09:32:26Z,-73.805937,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODAyIn0.iZxHYZOB73XSNJMtu2dgz81D4OtDE7OGUhWlPq9gA6c,111419.7,https://www.adzuna.com/land/ad/5834698802?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=E969BC0D349FAF38F85E0B590B3EDDBCE20671EB,5834698802,1,Travel CT Technologist,111419.7,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'New York', 'Albany County', 'Ny State Campus']",Adzuna::API::Response::Location,"Ny State Campus, Albany County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Urbana, Illinois Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Urbana, Illinois. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",40.107096,2026-08-09T09:32:26Z,-88.212558,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODg4In0.3zJq9vUpksjqxM1nE94h8tTy--hx8A23Hp4iR8_fdjY,130587.22,https://www.adzuna.com/land/ad/5834698888?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=79A14517484D13F863F589C562B24CDF231D5FBB,5834698888,1,Travel CT Technologist,130587.22,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Illinois', 'Champaign County', 'Urbana']",Adzuna::API::Response::Location,"Urbana, Champaign County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Madison, Wisconsin Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Madison, Wisconsin. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Ra…",43.062577,2026-08-09T09:32:26Z,-89.395945,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkwNSIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.5rLJRDznuTdS87OcXV3_aofg44k8kETSK0rwQ2zC1xE,79288.28,https://www.adzuna.com/land/ad/5834698905?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=634EED8146619B96D270A511EFDD267A026C9DD7,5834698905,1,Travel CT Technologist,79288.28,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Wisconsin', 'Dane County', 'Madison']",Adzuna::API::Response::Location,"Madison, Dane County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Detroit, Michigan Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Detroit, Michigan. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radi…",42.427027,2026-08-09T09:32:26Z,-83.194461,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODIyIn0.hWO64zrl5tlkozZlVeeb9Qs8zEpH2ewxN4XWxE01MoA,110179.4,https://www.adzuna.com/land/ad/5834698822?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=0C81CA30EB59CFC27C10491E44ACCA00596B17D5,5834698822,1,Travel CT Technologist,110179.4,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Michigan', 'Oakland County', 'Oak Park']",Adzuna::API::Response::Location,"Oak Park, Oakland County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Lawrence, Massachusetts Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Lawrence, Massachusetts. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologis…",42.71091,2026-08-09T09:32:26Z,-71.166052,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODQ3In0.GuisXqS0hNsstEFjMKfjMZvZIX58m_UjSvHPCB9hPXg,95714.84,https://www.adzuna.com/land/ad/5834698847?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A6AAF0C3151F911E716B3495E542D5F119FD74A1,5834698847,1,Travel CT Technologist,95714.84,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Massachusetts', 'Essex County', 'Lawrence']",Adzuna::API::Response::Location,"Lawrence, Essex County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Columbia, South Carolina Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Columbia, South Carolina. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technolog…",33.966989,2026-08-09T09:32:26Z,-80.935841,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4Nzk3In0.XEI5PjxPkt1sEkjpbmENolXzYhlfE7E5xPBSJcFhEj8,80621.04,https://www.adzuna.com/land/ad/5834698797?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=FA9C183D4B1CA308BDABCF627B1E0A57658C98C5,5834698797,1,Travel CT Technologist,80621.04,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'South Carolina', 'Richland County', 'Capitol View']",Adzuna::API::Response::Location,"Capitol View, Richland County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Canton, Georgia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Canton, Georgia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiolog…",34.19978,2026-08-09T09:32:26Z,-84.424824,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTQzIn0.d1OJZFSXkHwQ6v8BneZgSFNRk7v3beW_XZpaK3M2qvY,88088.05,https://www.adzuna.com/land/ad/5834698943?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=AF05EA4936DC2FAE29B99B679F49E29EDFC5E1FA,5834698943,1,Travel CT Technologist,88088.05,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Georgia', 'Cherokee County', 'Holly Springs']",Adzuna::API::Response::Location,"Holly Springs, Cherokee County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
